,temperature,humidity,rainfall
0,28.843009,71.816245,218.88
1,26.234353,71.232969,202.67
2,26.371188,71.087088,198.47
3,28.855541,70.456772,199.27
4,28.220467,70.42546,221.76
5,25.382689,71.70312,200.67
6,26.614563,72.597896,220.8
7,25.054378,68.91981,214.59
8,24.356024,73.772596,198.86
9,29.706664,68.872052,233.0
10,29.039706,69.3315,209.82
11,26.648519,73.47578,198.65
12,27.253124,70.393031,215.66
13,28.07348,72.509645,215.79
14,25.97807,73.598269,205.39
15,29.759737,71.829623,198.91
16,28.010456,68.194833,195.99
17,26.251246,71.613043,207.23
18,30.285164,69.259542,212.09
19,25.835608,72.367448,202.43
20,27.663974,72.09654,222.87
21,27.31572,68.322523,229.89
22,25.625173,68.979034,217.26
23,28.822243,69.60603,195.98
24,27.363596,72.6922,214.53
25,29.333255,70.040505,213.83
26,27.957927,70.370831,225.5
27,28.516723,71.967063,210.05
28,28.426326,73.124088,227.51
29,28.937967,73.20631,206.97
30,24.533399,71.219959,229.59
31,25.978977,70.837827,195.91
32,24.683748,70.099506,233.01
33,27.856447,71.729249,204.63
34,27.454247,71.839817,226.63
35,26.801526,72.073978,199.47
36,25.417924,72.278043,195.07
37,26.796162,70.074158,225.51
38,29.865019,70.147902,207.2
39,26.140474,69.436053,225.58
40,28.336138,70.669873,208.46
41,30.304387,71.491182,219.77
42,25.83252,71.747462,221.4
43,25.466997,72.093389,218.48
44,27.166819,73.821861,207.56
45,27.474433,68.79581,231.06
46,28.194022,71.10597,211.41
47,24.849121,72.039067,194.56
48,24.692349,73.76884,206.2
49,29.059013,71.807625,209.23
50,24.686839,71.23041,218.49
51,25.306501,68.680201,232.93
52,30.079406,72.986515,195.27
53,28.777376,70.562675,224.88
54,26.404239,72.014697,196.12
55,25.770586,70.607276,230.26
56,30.295433,69.03066,213.41
57,25.120566,68.774902,199.35
58,25.16371,69.036801,215.91
59,27.84812,70.859414,208.25
60,27.607277,71.110168,225.09
61,25.993163,70.899705,210.47
62,27.951613,70.491574,222.97
63,28.76075,73.168845,228.21
64,27.707952,72.593691,210.12
65,26.261717,69.998778,211.21
66,29.33746,69.183715,196.05
67,27.956064,69.120367,195.53
68,27.083482,72.154272,195.48
69,26.667264,69.277636,211.97
70,26.211385,72.273331,211.64
71,29.977374,72.786006,228.16
72,26.170836,71.906869,205.32
73,27.625743,69.462884,209.38
74,28.312515,70.256172,212.28
75,25.541379,72.839916,206.57
76,26.50965,71.971521,205.23
77,27.806815,73.229696,204.73
78,27.78117,72.698139,214.78
79,25.821135,73.99655,202.52
80,25.396525,68.101822,195.35
81,25.554629,73.504326,214.81
82,24.990267,73.051343,226.24
83,25.219779,68.230649,206.2
84,25.902169,73.051998,223.59
85,27.778701,70.287392,225.43
86,25.973768,71.539901,211.13
87,30.119288,69.069349,209.09
88,26.021156,68.779898,229.91
89,29.73407,72.372439,218.59
90,27.305101,73.344699,201.72
91,28.043408,68.780862,209.41
92,26.445758,70.314778,204.69
93,29.798749,73.832527,211.57
94,24.898997,68.493133,219.92
95,27.209534,70.809341,223.15
96,28.061995,72.905951,220.35
97,25.257782,70.350189,202.59
98,27.784908,70.830721,222.53
99,28.933407,70.720286,212.22
